  -0.177398 -0.00417345    0.812348    -1.57631  -0.0112058    0.022525  -0.0239954  -0.0551853	3.19726 8.27988
  -0.177508 -0.00395401    0.812117    -1.57686  -0.0108716   0.0213648  -0.0222171  -0.0534232	3.19801  8.2818
  -0.177615 -0.00374593    0.811903    -1.57738  -0.0105414   0.0202505  -0.0205286   -0.051694	3.19812 8.28321
  -0.177719 -0.00354876    0.811705    -1.57789   -0.010216   0.0191838  -0.0189326  -0.0500008	3.19765 8.28416
   -0.17782 -0.00336201    0.811524    -1.57838 -0.00989621    0.018166  -0.0174308  -0.0483462	3.19669  8.2847
  -0.177917 -0.00318519    0.811356    -1.57886 -0.00958259    0.017198  -0.0160242  -0.0467328	3.19529 8.28487
  -0.178012  -0.0030178    0.811203    -1.57932 -0.00927586   0.0162806  -0.0147129  -0.0451629	3.19353 8.28472
  -0.178103 -0.00285932    0.811062    -1.57976 -0.00897665   0.0154139  -0.0134964   -0.043639	3.19146 8.28429
  -0.178191 -0.00270926    0.810932    -1.58019 -0.00868554   0.0145981  -0.0123737   -0.042163	3.18913 8.28362
  -0.178277 -0.00256711    0.810814    -1.58061 -0.00840308   0.0138328  -0.0113432  -0.0407369	 3.1866 8.28274
  -0.178359 -0.00243236    0.810705    -1.58101  -0.0081298   0.0131176  -0.0104029  -0.0393626	3.18391 8.28168
  -0.178439 -0.00230451    0.810605    -1.58139 -0.00786616   0.0124518 -0.00955032  -0.0380417	3.18111 8.28049
  -0.178517 -0.00218308    0.810514    -1.58177 -0.00761259   0.0118345 -0.00878275  -0.0367755	3.17824 8.27918
  -0.178591 -0.00206758    0.810429    -1.58213 -0.00736946   0.0112647 -0.00809721  -0.0355654	3.17533 8.27779
  -0.178664 -0.00195755    0.810351    -1.58248 -0.00713709   0.0107412  -0.0074905  -0.0344124	3.17241 8.27634
  -0.178734 -0.00185253    0.810279    -1.58282 -0.00691577   0.0102629 -0.00695931  -0.0333172	3.16952 8.27485
  -0.178802 -0.00175207    0.810212    -1.58314  -0.0067057  0.00982841 -0.00650018  -0.0322804	3.16668 8.27336
  -0.178868 -0.00165575    0.810149    -1.58346 -0.00650705  0.00943622 -0.00610964  -0.0313024	3.16392 8.27187
  -0.178933 -0.00156315    0.810089    -1.58377 -0.00631992  0.00908488 -0.00578415  -0.0303833	3.16126 8.27041
  -0.178995 -0.00147386    0.810033    -1.58407 -0.00614435  0.00877285 -0.00552023  -0.0295229	3.15871   8.269
  -0.179056  -0.0013875    0.809978    -1.58436 -0.00598033  0.00849856  -0.0053144  -0.0287207	3.15631 8.26765
  -0.179115 -0.00130371    0.809926    -1.58465 -0.00582778   0.0082604 -0.00516328   -0.027976	3.15406 8.26639
  -0.179172 -0.00122212    0.809875    -1.58492 -0.00568655  0.00805674 -0.00506354  -0.0272879	3.15198 8.26522
  -0.179228 -0.00114241    0.809825    -1.58519 -0.00555645  0.00788593   -0.005012  -0.0266551	3.15009 8.26417
  -0.179283 -0.00106425    0.809774    -1.58546  -0.0054372  0.00774634 -0.00500555  -0.0260762	3.14839 8.26324
   -0.179337 -0.000987332     0.809724     -1.58571   -0.0053285   0.00763631  -0.00504125   -0.0255492	 3.1469 8.26245
   -0.17939 -0.00091138    0.809673    -1.58597 -0.00522993  0.00755417 -0.00511628  -0.0250722	3.14564 8.26181
   -0.179442 -0.000836117     0.809622     -1.58622  -0.00514106   0.00749829  -0.00522794   -0.0246427	 3.1446 8.26134
   -0.179493 -0.000761291     0.809569     -1.58646  -0.00506137     0.007467  -0.00537369   -0.0242582	 3.1438 8.26105
   -0.179543 -0.000686663     0.809514      -1.5867  -0.00499028   0.00745865  -0.00555113   -0.0239156	3.14326 8.26094
   -0.179593 -0.000612011     0.809458     -1.58694  -0.00492717    0.0074716  -0.00575798    -0.023612	3.14297 8.26103
   -0.179642 -0.000537132     0.809399     -1.58717  -0.00487135    0.0075042   -0.0059921   -0.0233438	3.14295 8.26133
    -0.17969 -0.000461838     0.809338     -1.58741  -0.00482206   0.00755478  -0.00625146   -0.0231072	3.14321 8.26185
   -0.179738 -0.000385955     0.809274     -1.58764  -0.00477849   0.00762168  -0.00653412   -0.0228985	3.14376  8.2626
   -0.179786 -0.000309331     0.809207     -1.58786   -0.0047398   0.00770324  -0.00683826   -0.0227133	3.14459 8.26358
   -0.179833 -0.000231826     0.809137     -1.58809  -0.00470507   0.00779776  -0.00716211   -0.0225472	3.14573 8.26482
    -0.17988 -0.000153319     0.809063     -1.58831  -0.00467333   0.00790353  -0.00750398   -0.0223956	3.14718 8.26631
   -0.179926 -7.37076e-05     0.808987     -1.58854  -0.00464358   0.00801881  -0.00786219   -0.0222536	3.14896 8.26807
  -0.179973 7.09565e-06    0.808906    -1.58876 -0.00461478  0.00814185 -0.00823511  -0.0221161	3.15105  8.2701
  -0.180019  8.9159e-05    0.808822    -1.58898 -0.00458583  0.00827083 -0.00862107  -0.0219779	3.15349 8.27241
  -0.180064 0.000172533    0.808734     -1.5892  -0.0045556  0.00840391 -0.00901839  -0.0218336	3.15627 8.27501
   -0.18011 0.000257248    0.808641    -1.58942 -0.00452294  0.00853921 -0.00942533  -0.0216777	3.15941 8.27791
  -0.180155 0.000343318    0.808545    -1.58963 -0.00448668  0.00867476 -0.00984006  -0.0215045	3.16291 8.28111
    -0.1802 0.000430735    0.808445    -1.58985 -0.00444561  0.00880856  -0.0102606  -0.0213084	3.16679 8.28461
  -0.180244  0.00051947     0.80834    -1.59006 -0.00439853  0.00893855   -0.010685  -0.0210835	3.17104 8.28843
  -0.180287 0.000609476    0.808231    -1.59027 -0.00434421  0.00906258  -0.0111109  -0.0208241	3.17569 8.29256
  -0.180331 0.000700681    0.808118    -1.59047 -0.00428145  0.00917843  -0.0115359  -0.0205245	3.18072 8.29701
  -0.180373 0.000792992       0.808    -1.59068 -0.00420904  0.00928381  -0.0119573  -0.0201789	3.18617 8.30178
  -0.180415 0.000886293    0.807879    -1.59088 -0.00412581  0.00937635  -0.0123722  -0.0197818	3.19202 8.30687
  -0.180455 0.000980443    0.807753    -1.59107  -0.0040306  0.00945359  -0.0127773  -0.0193278	3.19828 8.31227
  -0.180495  0.00107528    0.807623    -1.59126 -0.00392229  0.00951298  -0.0131693  -0.0188115	3.20496 8.31799
  -0.180534   0.0011706     0.80749    -1.59145 -0.00379981  0.00955189  -0.0135443   -0.018228	3.21207 8.32402
  -0.180571   0.0012662    0.807352    -1.59163 -0.00366216  0.00956763  -0.0138981  -0.0175725	3.21959 8.33035
  -0.180607  0.00136182    0.807212     -1.5918 -0.00350837  0.00955738  -0.0142261  -0.0168406	3.22754 8.33698
  -0.180641   0.0014572    0.807068    -1.59196 -0.00333757  0.00951828  -0.0145236  -0.0160282	 3.2359 8.34389
  -0.180674  0.00155203    0.806921    -1.59212 -0.00314898  0.00944737  -0.0147852  -0.0151315	3.24468 8.35108
  -0.180704  0.00164597    0.806772    -1.59227 -0.00294187  0.00934166  -0.0150053  -0.0141472	3.25386 8.35853
  -0.180732  0.00173867    0.806622     -1.5924 -0.00271564  0.00919805  -0.0151779  -0.0130727	3.26344 8.36622
  -0.180758  0.00182973    0.806469    -1.59253 -0.00246976  0.00901343  -0.0152968  -0.0119053	3.27341 8.37414
  -0.180782  0.00191872    0.806316    -1.59264 -0.00220383  0.00878464  -0.0153553  -0.0106432	3.28374 8.38227
  -0.180802  0.00200519    0.806162    -1.59274 -0.00191752  0.00850849  -0.0153464 -0.00928503	3.29443 8.39058
   -0.18082  0.00208864    0.806009    -1.59283 -0.00161062  0.00818178  -0.0152631  -0.0078297	3.30544 8.39906
  -0.180834  0.00216855    0.805858     -1.5929 -0.00128302  0.00780132   -0.015098 -0.00627669	3.31676 8.40767
   -0.180846   0.00224438     0.805708     -1.59295 -0.000934696   0.00736396   -0.0148435  -0.00462586	3.32835 8.41639
   -0.180853   0.00231553     0.805561     -1.59299 -0.000565703   0.00686657   -0.0144923  -0.00287748	3.34018 8.42519
   -0.180857    0.0023814     0.805419     -1.59301 -0.000176181   0.00630611   -0.0140368  -0.00103209	3.35222 8.43405
  -0.180856  0.00244132    0.805281    -1.59301 0.000233668  0.00567961  -0.0134696 0.000909449	3.36442 8.44292
 -0.180852 0.00249464    0.80515   -1.59299 0.00066359 0.00498424 -0.0127837 0.00294611	3.37674 8.45178
 -0.180843 0.00254065   0.805026   -1.59295 0.00111329  0.0042173 -0.0119722 0.00507673	3.38913 8.46059
  -0.18083 0.00257862   0.804911   -1.59289 0.00158247 0.00337626 -0.0110286 0.00730009	3.40153 8.46931
 -0.180811 0.00260779   0.804806    -1.5928 0.00207078 0.00245878 -0.0099471   0.009615	3.41389 8.47791
  -0.180788   0.0026274    0.804713    -1.59269  0.00257792  0.00146277 -0.00872251   0.0120203	3.42614 8.48634
   -0.18076  0.00263665    0.804632    -1.59256  0.00310358 0.000386394 -0.00735035   0.0145152	3.43821 8.49456
   -0.180726   0.00263472     0.804566      -1.5924   0.00364747 -0.000771886  -0.00582702    0.0170987	3.45003 8.50253
  -0.180687  0.00262079    0.804517    -1.59222  0.00420934 -0.00201327 -0.00414991   0.0197704	3.46152 8.51019
  -0.180642  0.00259404    0.804484    -1.59201  0.00478896 -0.00333858 -0.00231748   0.0225298	3.47258 8.51749
  -0.180591   0.0025536    0.804471    -1.59177  0.00538609  -0.0047482 -0.00032937   0.0253769	3.48313 8.52436
  -0.180534  0.00249865    0.804478     -1.5915   0.0060005 -0.00624206  0.00181352   0.0283114	3.49304 8.53073
  -0.180471  0.00242834    0.804508     -1.5912  0.00663194 -0.00781951  0.00410892   0.0313332	3.50222 8.53653
 -0.180401 0.00234185   0.804561   -1.59087 0.00728006 -0.0094793 0.00655309  0.0344419	3.51051 8.54166
 -0.180325 0.00223835    0.80464   -1.59051 0.00794438 -0.0112195 0.00914074  0.0376365	3.51778 8.54601
 -0.180242 0.00211707   0.804745   -1.59012 0.00862427 -0.0130372  0.0118649  0.0409154	3.52384 8.54946
 -0.180152 0.00197724   0.804878   -1.58969  0.0093188 -0.0149288  0.0147167  0.0442757	3.52852 8.55186
 -0.180056 0.00181815    0.80504   -1.58923  0.0100267 -0.0168895  0.0176852  0.0477133	3.53157 8.55305
 -0.179952 0.00163914   0.805232   -1.58874  0.0107464 -0.0189129  0.0207573  0.0512217	3.53275 8.55282
 -0.179841 0.00143961   0.805455   -1.58821  0.0114757 -0.0209916  0.0239172  0.0547924	3.53176 8.55096
 -0.179722 0.00121908   0.805711   -1.58764  0.0122117 -0.0231158  0.0271458  0.0584138	3.52825 8.54719
  -0.179596 0.000977128    0.805998    -1.58704   0.0129511   -0.025274   0.0304207   0.0620709	3.52182 8.54122
  -0.179463 0.000713498    0.806319     -1.5864   0.0136895   -0.027452   0.0337147   0.0657449	3.51202 8.53271
  -0.179323 0.000428075    0.806673    -1.58573    0.014422  -0.0296325   0.0369959    0.069413	3.49831 8.52127
  -0.179175 0.000120938    0.807059    -1.58501   0.0151427  -0.0317949   0.0402256   0.0730476	 3.4801 8.50647
    -0.17902 -0.000207609     0.807477     -1.58427    0.0158449   -0.0339145    0.0433579    0.0766166	 3.4567 8.48783
   -0.178858 -0.000556991     0.807925     -1.58348    0.0165209   -0.0359619    0.0463383    0.0800829	3.42737 8.46482
    -0.17869 -0.000926313     0.808402     -1.58266    0.0171624   -0.0379025    0.0491018    0.0834043	3.39127 8.43689
 -0.178515 -0.0013143   0.808906   -1.58181  0.0177604 -0.0396959  0.0515721  0.0865339	 3.3475 8.40343
  -0.178335 -0.00171926    0.809432    -1.58093   0.0183051  -0.0412952   0.0536601   0.0894195	3.29512 8.36381
  -0.178149 -0.00213897    0.809977    -1.58003    0.018786  -0.0426466   0.0552634   0.0920037	3.23316 8.31736
  -0.177959 -0.00257065    0.810534     -1.5791   0.0191922  -0.0436893   0.0562659   0.0942228	3.16065 8.26344
  -0.177766 -0.00301087    0.811098    -1.57815   0.0195115   -0.044355   0.0565387   0.0960059	3.07669 8.20137
   -0.17757 -0.00345549    0.811661    -1.57718   0.0197305  -0.0445689   0.0559426   0.0972722	2.98048 8.13053
  -0.177372 -0.00389958    0.812212     -1.5762   0.0198335  -0.0442497   0.0543323   0.0979269	2.87142 8.05029
  -0.177174 -0.00433739    0.812741    -1.57522   0.0198014  -0.0433116   0.0515626   0.0978556	2.74916  7.9601
  -0.176977 -0.00476228    0.813237    -1.57425   0.0196098  -0.0416658   0.0474981   0.0969161	2.61367 7.85942
  -0.176782 -0.00516672    0.813684    -1.57329   0.0192264  -0.0392231   0.0420245   0.0949269	2.46536  7.7478
  -0.176593 -0.00554232     0.81407    -1.57236   0.0186079  -0.0358972   0.0350641   0.0916545	2.30508 7.62482
  -0.176412 -0.00587985    0.814378    -1.57147   0.0176966   -0.031608   0.0265914   0.0867976	2.13417 7.49013
  -0.176241 -0.00616932    0.814594    -1.57063    0.016416  -0.0262859   0.0166508    0.079972	1.95448 7.34349
  -0.176086 -0.00640013    0.814704    -1.56988    0.014668  -0.0198754  0.00537125   0.0706979	1.76828 7.18481
  -0.175951 -0.00656119    0.814696    -1.56923   0.0123305  -0.0123382 -0.00702456   0.0583938	1.57816 7.01427
  -0.175843 -0.00664116     0.81456    -1.56873  0.00925769 -0.00365534  -0.0202205   0.0423842	1.38686 6.83247
   -0.17577 -0.00662858     0.81429    -1.56841  0.00528511   0.0061725  -0.0338227   0.0219253	  1.197 6.64069
  -0.175743 -0.00651208    0.813884    -1.56832 0.000239486   0.0171275  -0.0473965 -0.00374111	1.01087 6.44116
  -0.175772 -0.00628054    0.813344    -1.56851 -0.00604378     0.02918  -0.0605271  -0.0353017	0.830007  6.23745
   -0.17587 -0.00592315    0.812677    -1.56905   -0.013695   0.0422983  -0.0729108   -0.073247	0.654957  6.03484
  -0.176053 -0.00542935     0.81189    -1.57001  -0.0227756   0.0564615  -0.0844757   -0.117705	0.484863  5.84079
  -0.176333 -0.00478865     0.81099    -1.57144  -0.0332333   0.0716779  -0.0955369    -0.16823	0.317077  5.66552
  -0.176723 -0.00399022    0.809977     -1.5734  -0.0448463   0.0880086   -0.106992   -0.223534	0.146591  5.52279
  -0.177233 -0.00302218    0.808839    -1.57592  -0.0571495      0.1056   -0.120578   -0.281139	-0.0349169    5.43139
  -0.177865 -0.00187053     0.80754    -1.57901  -0.0693325     0.12473   -0.139224   -0.336886	-0.240814   5.41776
  -0.178612 -0.00051749    0.806006    -1.58262  -0.0800851    0.145878   -0.167605   -0.384188	-0.492794   5.52117
  -0.17945 0.00106115   0.804103    -1.5866 -0.0873395   0.169849  -0.213055  -0.412763	-0.827843   5.80779
 -0.180325 0.00290043     0.8016    -1.5907 -0.0877541   0.198006  -0.287441  -0.406006	3.98493 13.2705
